,date,user_id,operation_name,value_spent
144,2022-01-03,1,call,47
145,2022-01-04,1,sms,44
146,2022-01-05,1,sms,23
147,2022-01-03,1,call,65
148,2022-01-01,1,call,53
149,2022-01-02,1,traffic,29
150,2022-01-05,1,sms,95
151,2022-01-01,1,call,96
152,2022-01-02,1,traffic,36
153,2022-01-02,1,traffic,26
154,2022-01-03,1,call,15
155,2022-01-01,1,call,35
156,2022-01-02,1,sms,48
157,2022-01-02,1,call,78
158,2022-01-01,1,traffic,6
159,2022-01-03,1,call,23
160,2022-01-01,1,call,69
161,2022-01-03,1,sms,82
162,2022-01-01,1,traffic,97
163,2022-01-02,1,call,96
164,2022-01-01,1,sms,86
165,2022-01-02,1,call,8
166,2022-01-02,1,traffic,6
167,2022-01-05,1,sms,64
168,2022-01-03,1,sms,47
169,2022-01-04,1,sms,27
170,2022-01-03,1,traffic,45
171,2022-01-05,1,traffic,92
172,2022-01-01,1,call,4
173,2022-01-04,1,call,75
174,2022-01-02,1,sms,52
175,2022-01-03,1,sms,72
176,2022-01-02,1,traffic,91
177,2022-01-03,1,traffic,69
178,2022-01-03,1,traffic,29
179,2022-01-03,1,call,77
180,2022-01-05,1,call,16
181,2022-01-02,1,call,83
182,2022-01-04,1,traffic,47
183,2022-01-04,1,traffic,78
184,2022-01-03,1,traffic,77
185,2022-01-05,1,sms,3
186,2022-01-01,1,sms,3
187,2022-01-03,1,call,54
188,2022-01-05,1,sms,5
189,2022-01-04,2,traffic,50
190,2022-01-01,2,traffic,92
191,2022-01-05,2,traffic,77
192,2022-01-05,2,call,39
193,2022-01-03,2,traffic,94
194,2022-01-05,2,call,58
195,2022-01-04,2,call,56
196,2022-01-02,2,sms,81
197,2022-01-01,2,traffic,55
198,2022-01-01,2,call,21
199,2022-01-01,2,call,88
200,2022-01-05,2,call,86
201,2022-01-04,2,call,41
202,2022-01-05,2,traffic,94
203,2022-01-03,2,traffic,65
204,2022-01-02,2,traffic,81
205,2022-01-02,2,sms,34
206,2022-01-05,2,traffic,60
207,2022-01-04,2,sms,28
208,2022-01-05,2,call,1
209,2022-01-01,2,call,45
210,2022-01-03,2,sms,18
211,2022-01-04,2,sms,95
212,2022-01-03,2,sms,17
213,2022-01-05,2,traffic,7
214,2022-01-02,2,traffic,8
215,2022-01-02,2,sms,35
216,2022-01-02,2,traffic,72
217,2022-01-04,2,sms,38
218,2022-01-02,2,traffic,0
219,2022-01-01,2,call,86
220,2022-01-04,2,call,3
221,2022-01-02,2,call,61
222,2022-01-04,2,sms,89
223,2022-01-04,2,call,30
224,2022-01-02,2,sms,10
225,2022-01-05,2,call,71
226,2022-01-01,2,traffic,63
227,2022-01-01,2,traffic,13
228,2022-01-05,2,traffic,85
229,2022-01-05,2,traffic,65
230,2022-01-01,2,traffic,67
231,2022-01-05,2,sms,60
232,2022-01-05,2,sms,39
233,2022-01-01,2,sms,35
234,2022-01-05,2,traffic,17
235,2022-01-05,2,traffic,98
236,2022-01-03,2,traffic,80
237,2022-01-01,2,traffic,34
238,2022-01-05,2,call,30
239,2022-01-04,2,traffic,55
240,2022-01-05,2,traffic,75
241,2022-01-02,2,call,83
242,2022-01-01,2,traffic,68
243,2022-01-04,2,traffic,15
244,2022-01-05,2,call,71
245,2022-01-01,2,call,21
246,2022-01-02,2,traffic,55
247,2022-01-04,2,traffic,99
248,2022-01-05,2,sms,24
249,2022-01-03,2,call,32
250,2022-01-03,2,sms,53
251,2022-01-03,2,traffic,37
252,2022-01-03,2,traffic,20
253,2022-01-02,2,call,53
254,2022-01-01,2,sms,9
255,2022-01-01,2,sms,13
256,2022-01-04,2,sms,67
257,2022-01-03,2,sms,81
258,2022-01-01,2,traffic,17
259,2022-01-01,2,call,14
260,2022-01-01,2,sms,50
261,2022-01-04,2,traffic,54
262,2022-01-03,2,call,14
263,2022-01-02,2,traffic,82
264,2022-01-01,2,traffic,68
265,2022-01-04,2,sms,67
266,2022-01-03,2,call,60
267,2022-01-02,2,call,66
268,2022-01-04,2,sms,31
269,2022-01-04,2,sms,70
270,2022-01-04,2,call,39
271,2022-01-02,2,sms,61
272,2022-01-03,2,sms,43
273,2022-01-05,2,traffic,67
274,2022-01-02,2,traffic,99
275,2022-01-03,2,call,90
276,2022-01-02,2,call,32
277,2022-01-02,2,call,75
278,2022-01-01,2,traffic,46
279,2022-01-04,2,traffic,29
280,2022-01-03,2,traffic,4
281,2022-01-05,2,call,55
282,2022-01-04,2,call,81
283,2022-01-01,2,sms,27
284,2022-01-01,2,traffic,92
285,2022-01-03,2,call,15
286,2022-01-01,2,call,3
287,2022-01-02,2,sms,89
288,2022-01-01,2,call,18
289,2022-01-01,2,call,7
290,2022-01-01,2,sms,70
291,2022-01-04,2,sms,12
292,2022-01-05,2,sms,54
293,2022-01-01,2,call,87
294,2022-01-04,2,call,33
295,2022-01-03,2,call,64
296,2022-01-01,3,traffic,53
297,2022-01-05,3,call,18
298,2022-01-05,3,call,35
299,2022-01-03,3,call,41
300,2022-01-03,3,sms,93
301,2022-01-04,3,traffic,17
302,2022-01-01,3,traffic,60
303,2022-01-05,3,call,66
304,2022-01-04,3,traffic,97
305,2022-01-01,3,traffic,1
306,2022-01-04,3,traffic,9
307,2022-01-02,3,traffic,7
308,2022-01-01,3,traffic,84
309,2022-01-05,3,sms,20
310,2022-01-04,3,sms,98
311,2022-01-03,3,traffic,56
312,2022-01-01,3,traffic,50
313,2022-01-01,3,sms,68
314,2022-01-01,3,call,65
315,2022-01-01,3,call,15
316,2022-01-04,3,call,18
317,2022-01-05,3,call,98
318,2022-01-03,3,call,29
319,2022-01-04,3,sms,76
320,2022-01-04,3,call,77
321,2022-01-01,3,call,61
322,2022-01-03,3,traffic,93
323,2022-01-05,3,traffic,28
324,2022-01-04,3,sms,42
325,2022-01-02,3,traffic,87
326,2022-01-03,3,sms,62
327,2022-01-01,3,traffic,52
328,2022-01-02,3,sms,18
329,2022-01-02,3,call,1
330,2022-01-02,3,sms,80
331,2022-01-04,3,sms,75
332,2022-01-02,3,traffic,13
333,2022-01-05,3,sms,79
334,2022-01-02,3,sms,35
335,2022-01-03,3,sms,91
336,2022-01-02,3,sms,60
337,2022-01-03,3,traffic,26
338,2022-01-01,3,sms,5
339,2022-01-04,3,sms,0
340,2022-01-02,3,call,49
341,2022-01-01,3,call,0
342,2022-01-04,3,traffic,13
343,2022-01-01,3,sms,68
344,2022-01-04,3,call,77
345,2022-01-04,3,sms,38
346,2022-01-03,3,sms,41
347,2022-01-02,3,sms,67
348,2022-01-02,3,sms,74
349,2022-01-02,3,traffic,11
350,2022-01-02,3,sms,36
351,2022-01-03,3,sms,29
352,2022-01-03,3,sms,89
353,2022-01-05,3,call,7
354,2022-01-05,3,sms,29
355,2022-01-03,3,sms,54
356,2022-01-02,3,traffic,62
357,2022-01-05,3,traffic,51
358,2022-01-04,3,sms,15
359,2022-01-03,3,call,81
360,2022-01-05,3,traffic,85
361,2022-01-03,3,call,77
362,2022-01-05,3,traffic,31
363,2022-01-02,3,call,30
364,2022-01-03,3,call,71
365,2022-01-02,3,call,92
366,2022-01-05,3,traffic,71
367,2022-01-04,3,traffic,84
368,2022-01-02,3,sms,23
369,2022-01-01,3,sms,45
370,2022-01-03,3,traffic,28
371,2022-01-04,3,traffic,64
372,2022-01-04,3,traffic,87
373,2022-01-05,3,sms,98
374,2022-01-05,3,traffic,3
375,2022-01-04,3,sms,98
376,2022-01-02,3,call,67
377,2022-01-01,3,traffic,49
378,2022-01-03,3,traffic,80
379,2022-01-05,3,call,80
380,2022-01-05,3,traffic,49
381,2022-01-04,3,sms,56
382,2022-01-02,3,sms,64
383,2022-01-02,3,traffic,3
384,2022-01-03,3,call,78
385,2022-01-01,3,call,92
386,2022-01-04,3,traffic,21
387,2022-01-01,3,call,45
388,2022-01-01,3,call,48
389,2022-01-05,3,call,35
390,2022-01-03,3,call,13
391,2022-01-04,3,traffic,24
392,2022-01-05,3,call,30
393,2022-01-03,3,call,13
394,2022-01-05,3,sms,39
395,2022-01-03,3,traffic,51
396,2022-01-01,3,call,68
397,2022-01-04,3,sms,76
398,2022-01-03,3,sms,88
399,2022-01-02,3,sms,18
400,2022-01-03,3,call,7
401,2022-01-05,3,traffic,90
402,2022-01-05,3,sms,32
403,2022-01-02,3,sms,63
404,2022-01-04,3,traffic,84
405,2022-01-01,3,call,97
406,2022-01-01,3,sms,60
407,2022-01-02,3,traffic,60
408,2022-01-01,4,sms,87
409,2022-01-03,4,sms,29
410,2022-01-04,4,sms,0
411,2022-01-05,4,sms,2
412,2022-01-04,4,call,90
413,2022-01-02,4,traffic,64
414,2022-01-02,4,traffic,68
415,2022-01-02,4,call,66
416,2022-01-03,4,traffic,20
417,2022-01-01,4,sms,53
418,2022-01-04,4,sms,75
419,2022-01-01,4,sms,99
420,2022-01-04,4,call,26
421,2022-01-04,4,call,93
422,2022-01-04,4,traffic,67
423,2022-01-03,4,traffic,82
424,2022-01-05,4,traffic,40
425,2022-01-01,4,sms,4
426,2022-01-04,4,sms,82
427,2022-01-05,4,traffic,72
428,2022-01-03,4,sms,46
429,2022-01-03,4,call,90
430,2022-01-03,4,call,30
431,2022-01-05,4,traffic,13
432,2022-01-03,4,traffic,47
433,2022-01-05,4,sms,7
434,2022-01-05,4,traffic,70
435,2022-01-05,4,sms,35
436,2022-01-02,4,sms,20
437,2022-01-01,4,traffic,80
438,2022-01-01,4,call,73
439,2022-01-02,4,traffic,45
440,2022-01-04,4,sms,16
441,2022-01-03,4,call,66
442,2022-01-05,4,sms,51
443,2022-01-02,4,sms,47
444,2022-01-04,4,sms,80
445,2022-01-03,4,call,2
446,2022-01-03,4,traffic,17
447,2022-01-04,4,call,45
448,2022-01-05,4,call,66
449,2022-01-01,4,call,20
450,2022-01-01,4,sms,82
451,2022-01-02,4,traffic,22
452,2022-01-02,4,sms,56
453,2022-01-04,4,call,90
454,2022-01-05,4,traffic,41
455,2022-01-02,4,sms,40
456,2022-01-02,4,traffic,76
457,2022-01-02,4,traffic,95
458,2022-01-01,4,sms,12
459,2022-01-03,4,traffic,68
460,2022-01-02,4,call,90
461,2022-01-03,4,traffic,13
462,2022-01-04,4,traffic,16
463,2022-01-04,4,sms,76
464,2022-01-02,4,traffic,64
465,2022-01-05,4,traffic,9
466,2022-01-01,4,sms,31
467,2022-01-01,4,sms,0
468,2022-01-01,4,traffic,68
469,2022-01-02,4,traffic,61
470,2022-01-01,4,call,80
471,2022-01-04,4,traffic,74
472,2022-01-01,4,call,85
473,2022-01-05,4,traffic,27
474,2022-01-02,4,sms,83
475,2022-01-03,4,traffic,54
476,2022-01-03,4,traffic,57
477,2022-01-05,4,sms,2
478,2022-01-01,4,call,25
479,2022-01-05,4,traffic,86
480,2022-01-01,4,sms,7
481,2022-01-03,4,traffic,94
482,2022-01-03,4,call,11
483,2022-01-02,4,sms,44
484,2022-01-01,4,sms,78
485,2022-01-05,4,sms,79
486,2022-01-03,4,call,6
487,2022-01-03,4,traffic,12
488,2022-01-05,4,sms,66
489,2022-01-03,4,call,72
490,2022-01-04,4,traffic,2
491,2022-01-03,4,sms,59
492,2022-01-02,4,sms,48
493,2022-01-02,4,sms,74
494,2022-01-02,4,call,51
495,2022-01-02,4,call,94
496,2022-01-03,4,call,68
497,2022-01-05,4,traffic,49
498,2022-01-01,4,sms,70
499,2022-01-03,4,call,33
500,2022-01-05,4,call,35
501,2022-01-02,4,sms,74
502,2022-01-02,4,sms,67
503,2022-01-05,4,traffic,93
504,2022-01-02,4,call,10
505,2022-01-02,4,call,15
506,2022-01-04,4,call,59
507,2022-01-03,4,traffic,60
508,2022-01-01,4,sms,25
509,2022-01-01,4,sms,88
510,2022-01-02,4,call,34
511,2022-01-05,4,call,34
512,2022-01-05,4,sms,31
513,2022-01-05,4,sms,94
514,2022-01-05,5,sms,45
515,2022-01-05,5,call,53
516,2022-01-05,5,sms,33
517,2022-01-02,5,sms,87
518,2022-01-03,5,sms,95
519,2022-01-01,5,traffic,14
520,2022-01-05,5,call,85
521,2022-01-02,5,traffic,31
522,2022-01-05,5,sms,96
523,2022-01-05,5,call,30
524,2022-01-05,5,call,43
525,2022-01-02,5,traffic,9
526,2022-01-02,5,traffic,51
527,2022-01-01,5,traffic,71
528,2022-01-03,5,sms,13
529,2022-01-02,5,sms,26
530,2022-01-04,5,call,2
531,2022-01-01,5,call,72
532,2022-01-04,5,sms,65
533,2022-01-05,5,call,69
534,2022-01-03,5,sms,8
535,2022-01-05,5,sms,81
536,2022-01-02,5,sms,41
537,2022-01-03,5,sms,73
538,2022-01-04,5,call,14
539,2022-01-04,5,traffic,4
540,2022-01-04,5,traffic,72
541,2022-01-04,5,traffic,21
542,2022-01-04,5,traffic,3
543,2022-01-01,5,call,28
544,2022-01-04,5,call,71
545,2022-01-03,5,sms,19
546,2022-01-04,5,call,16
547,2022-01-04,5,traffic,43
548,2022-01-03,5,call,4
549,2022-01-04,5,sms,50
550,2022-01-01,5,call,83
551,2022-01-04,5,call,77
552,2022-01-02,5,traffic,61
553,2022-01-04,5,traffic,25
554,2022-01-01,5,call,18
555,2022-01-01,5,sms,9
556,2022-01-03,5,sms,66
557,2022-01-03,5,sms,36
558,2022-01-01,5,call,52
559,2022-01-02,5,call,41
560,2022-01-02,5,call,70
561,2022-01-05,5,call,16
562,2022-01-02,5,traffic,2
563,2022-01-02,5,sms,51
564,2022-01-02,5,sms,33
565,2022-01-01,5,call,29
566,2022-01-04,5,call,76
567,2022-01-04,5,sms,97
568,2022-01-03,5,call,38
569,2022-01-03,5,traffic,14
570,2022-01-01,5,traffic,11
571,2022-01-02,5,sms,94
572,2022-01-05,5,sms,35
573,2022-01-05,5,call,99
574,2022-01-05,5,call,54
575,2022-01-02,5,traffic,64
576,2022-01-02,5,sms,36
577,2022-01-05,5,call,19
578,2022-01-01,5,sms,43
579,2022-01-04,5,sms,17
580,2022-01-02,5,call,5
581,2022-01-01,5,call,57
582,2022-01-02,5,call,93
583,2022-01-05,5,sms,87
584,2022-01-01,5,call,87
585,2022-01-01,5,sms,11
586,2022-01-05,5,sms,69
587,2022-01-05,5,sms,17
588,2022-01-03,5,call,91
589,2022-01-04,5,call,28
590,2022-01-02,5,traffic,83
591,2022-01-04,5,sms,22
592,2022-01-02,5,traffic,65
593,2022-01-02,5,sms,44
594,2022-01-01,5,call,3
595,2022-01-02,5,traffic,46
596,2022-01-01,5,sms,31
597,2022-01-05,5,call,0
598,2022-01-04,5,call,73
599,2022-01-03,5,call,75
600,2022-01-05,5,call,95
601,2022-01-01,5,call,85
602,2022-01-03,5,traffic,72
603,2022-01-05,5,traffic,13
604,2022-01-01,5,traffic,54
605,2022-01-03,5,call,83
606,2022-01-05,5,call,4
607,2022-01-01,5,traffic,97
608,2022-01-04,5,call,88
609,2022-01-04,5,traffic,54
610,2022-01-01,5,sms,10
611,2022-01-04,5,call,0
612,2022-01-05,5,traffic,22
613,2022-01-03,5,call,25
614,2022-01-01,5,sms,12
615,2022-01-01,6,call,90
616,2022-01-01,6,traffic,47
617,2022-01-03,6,sms,19
618,2022-01-01,6,call,95
619,2022-01-04,6,call,89
620,2022-01-03,6,call,79
621,2022-01-03,6,call,62
622,2022-01-05,6,traffic,7
623,2022-01-05,6,sms,93
624,2022-01-05,6,call,50
625,2022-01-03,6,call,26
626,2022-01-01,6,sms,83
627,2022-01-04,6,call,31
628,2022-01-04,6,sms,49
629,2022-01-03,6,traffic,99
630,2022-01-03,6,traffic,92
631,2022-01-04,6,sms,23
632,2022-01-02,6,call,44
633,2022-01-03,6,sms,12
634,2022-01-05,6,traffic,57
635,2022-01-03,6,call,30
636,2022-01-05,6,call,31
637,2022-01-05,6,sms,67
638,2022-01-03,6,sms,73
639,2022-01-01,6,call,78
640,2022-01-05,6,sms,11
641,2022-01-05,6,call,80
642,2022-01-04,6,traffic,43
643,2022-01-01,6,call,31
644,2022-01-01,6,sms,17
645,2022-01-04,6,sms,13
646,2022-01-05,6,call,57
647,2022-01-01,6,call,44
648,2022-01-01,6,traffic,38
649,2022-01-03,6,sms,41
650,2022-01-01,6,sms,7
651,2022-01-01,6,traffic,23
652,2022-01-02,6,call,57
653,2022-01-02,6,traffic,69
654,2022-01-01,6,traffic,38
655,2022-01-05,6,traffic,88
656,2022-01-04,6,traffic,62
657,2022-01-04,6,traffic,87
658,2022-01-05,6,call,86
659,2022-01-05,6,call,91
660,2022-01-01,6,traffic,31
661,2022-01-04,6,traffic,20
662,2022-01-05,6,call,81
663,2022-01-05,6,sms,69
664,2022-01-03,6,call,22
665,2022-01-04,6,traffic,97
666,2022-01-05,6,call,56
667,2022-01-03,6,traffic,9
668,2022-01-02,6,sms,96
669,2022-01-01,6,traffic,68
670,2022-01-04,6,sms,79
671,2022-01-04,6,call,19
672,2022-01-04,6,sms,81
673,2022-01-03,6,call,16
674,2022-01-04,6,sms,49
675,2022-01-01,6,sms,3
676,2022-01-02,6,sms,65
677,2022-01-02,6,call,46
678,2022-01-04,6,sms,99
679,2022-01-01,6,call,10
680,2022-01-03,6,call,18
681,2022-01-04,6,traffic,71
682,2022-01-05,6,call,17
683,2022-01-04,6,call,8
684,2022-01-05,6,sms,75
685,2022-01-05,6,traffic,93
686,2022-01-01,6,call,84
687,2022-01-03,6,traffic,52
688,2022-01-02,6,traffic,25
689,2022-01-02,6,sms,96
690,2022-01-03,6,sms,35
691,2022-01-05,6,sms,38
692,2022-01-02,6,traffic,78
693,2022-01-04,6,sms,57
694,2022-01-05,6,call,38
695,2022-01-05,6,sms,14
696,2022-01-03,6,sms,12
697,2022-01-02,6,traffic,88
698,2022-01-05,6,call,65
699,2022-01-03,6,sms,10
700,2022-01-05,6,traffic,44
701,2022-01-05,6,sms,57
702,2022-01-03,6,call,66
703,2022-01-05,6,call,28
704,2022-01-02,6,call,47
705,2022-01-05,6,sms,77
706,2022-01-04,6,call,68
707,2022-01-03,6,call,57
708,2022-01-05,6,call,83
709,2022-01-04,6,sms,75
710,2022-01-04,6,call,70
711,2022-01-04,6,call,14
712,2022-01-04,6,sms,28
713,2022-01-05,6,sms,1
714,2022-01-04,6,traffic,38
715,2022-01-03,7,traffic,65
716,2022-01-05,7,call,52
717,2022-01-05,7,traffic,17
718,2022-01-01,7,traffic,66
719,2022-01-01,7,call,24
720,2022-01-03,7,sms,28
721,2022-01-02,7,traffic,58
722,2022-01-05,7,sms,62
723,2022-01-05,7,call,89
724,2022-01-02,7,call,54
725,2022-01-03,7,sms,82
726,2022-01-01,7,sms,32
727,2022-01-05,7,sms,52
728,2022-01-02,7,sms,31
729,2022-01-02,7,sms,66
730,2022-01-01,7,sms,8
731,2022-01-04,7,sms,66
732,2022-01-05,7,call,20
733,2022-01-04,7,call,43
734,2022-01-01,7,call,2
735,2022-01-04,7,traffic,73
736,2022-01-05,7,call,46
737,2022-01-04,7,sms,48
738,2022-01-01,7,call,79
739,2022-01-05,7,call,61
740,2022-01-03,7,call,6
741,2022-01-01,7,sms,99
742,2022-01-03,7,call,5
743,2022-01-04,7,traffic,54
744,2022-01-05,7,traffic,91
745,2022-01-05,7,call,20
746,2022-01-03,7,call,71
747,2022-01-03,7,call,3
748,2022-01-04,7,traffic,76
749,2022-01-01,7,call,58
750,2022-01-03,7,sms,52
751,2022-01-02,7,traffic,12
752,2022-01-02,7,call,11
753,2022-01-05,7,call,38
754,2022-01-02,7,sms,82
755,2022-01-04,7,call,38
756,2022-01-05,7,call,7
757,2022-01-04,7,call,91
758,2022-01-01,7,traffic,40
759,2022-01-05,7,sms,15
760,2022-01-03,7,sms,22
761,2022-01-02,7,sms,88
762,2022-01-04,7,sms,89
763,2022-01-05,7,sms,95
764,2022-01-01,7,traffic,31
765,2022-01-02,7,sms,19
766,2022-01-01,7,sms,54
767,2022-01-04,7,sms,48
768,2022-01-02,7,sms,86
769,2022-01-01,7,call,1
770,2022-01-04,7,traffic,63
771,2022-01-02,7,call,73
772,2022-01-03,7,traffic,82
773,2022-01-04,7,traffic,30
774,2022-01-02,7,traffic,78
775,2022-01-01,7,call,87
776,2022-01-01,7,sms,97
777,2022-01-02,7,traffic,96
778,2022-01-04,7,call,66
779,2022-01-04,7,call,99
780,2022-01-03,7,traffic,22
781,2022-01-01,7,traffic,90
782,2022-01-03,7,call,11
783,2022-01-04,7,sms,2
784,2022-01-03,7,traffic,72
785,2022-01-03,7,call,31
786,2022-01-02,7,call,53
787,2022-01-04,7,sms,94
788,2022-01-03,7,call,83
789,2022-01-05,7,sms,13
790,2022-01-01,7,call,42
791,2022-01-02,7,sms,74
792,2022-01-04,7,sms,65
793,2022-01-04,7,call,65
794,2022-01-04,7,call,0
795,2022-01-01,7,traffic,97
796,2022-01-05,7,traffic,76
797,2022-01-02,7,sms,85
798,2022-01-05,7,call,21
799,2022-01-01,7,sms,84
800,2022-01-03,7,call,95
801,2022-01-01,7,sms,40
802,2022-01-02,7,call,22
803,2022-01-01,7,call,91
804,2022-01-03,7,sms,82
805,2022-01-05,7,call,87
806,2022-01-01,7,sms,98
807,2022-01-01,7,call,43
808,2022-01-04,7,traffic,41
809,2022-01-04,7,call,48
810,2022-01-01,7,sms,90
811,2022-01-05,7,sms,17
812,2022-01-01,7,call,80
813,2022-01-03,7,sms,22
814,2022-01-04,8,traffic,69
815,2022-01-02,8,sms,8
816,2022-01-05,8,call,4
817,2022-01-01,8,traffic,63
818,2022-01-05,8,sms,27
819,2022-01-05,8,sms,45
820,2022-01-05,8,call,73
821,2022-01-03,8,call,80
822,2022-01-03,8,sms,67
823,2022-01-01,8,sms,33
824,2022-01-04,8,traffic,34
825,2022-01-03,8,sms,6
826,2022-01-05,8,call,68
827,2022-01-01,8,call,18
828,2022-01-01,8,traffic,49
829,2022-01-03,8,traffic,53
830,2022-01-04,8,traffic,27
831,2022-01-02,8,sms,51
832,2022-01-05,8,call,10
833,2022-01-03,8,traffic,38
834,2022-01-05,8,traffic,55
835,2022-01-05,8,traffic,44
836,2022-01-03,8,traffic,73
837,2022-01-04,8,sms,62
838,2022-01-04,8,traffic,0
839,2022-01-02,8,call,81
840,2022-01-05,8,call,49
841,2022-01-02,8,call,4
842,2022-01-04,8,sms,47
843,2022-01-04,8,traffic,96
844,2022-01-04,8,call,44
845,2022-01-04,8,call,49
846,2022-01-05,8,sms,65
847,2022-01-04,8,sms,80
848,2022-01-02,8,call,31
849,2022-01-05,8,traffic,43
850,2022-01-02,8,call,89
851,2022-01-05,8,call,94
852,2022-01-02,8,traffic,12
853,2022-01-05,8,traffic,23
854,2022-01-05,8,sms,57
855,2022-01-05,8,call,41
856,2022-01-04,8,traffic,38
857,2022-01-05,8,traffic,56
858,2022-01-04,8,call,34
859,2022-01-02,8,sms,58
860,2022-01-03,8,sms,87
861,2022-01-04,8,traffic,82
862,2022-01-05,8,sms,28
863,2022-01-01,8,sms,79
864,2022-01-05,8,call,38
865,2022-01-03,8,sms,26
866,2022-01-05,8,traffic,51
867,2022-01-01,8,call,87
868,2022-01-02,8,call,47
869,2022-01-04,8,call,98
870,2022-01-01,8,sms,60
871,2022-01-04,8,call,2
872,2022-01-01,8,traffic,7
873,2022-01-05,8,call,54
874,2022-01-05,8,call,43
875,2022-01-03,8,sms,29
