,user_id,date,call,sms,traffic
86,17,2022-01-02,242,376,284
87,17,2022-01-03,186,385,327
88,17,2022-01-04,504,160,129
89,17,2022-01-05,282,137,164
90,18,2022-01-01,197,217,219
91,18,2022-01-02,51,476,307
92,18,2022-01-03,84,337,447
93,18,2022-01-04,141,638,373
94,18,2022-01-05,350,272,243
95,19,2022-01-01,82,354,211
96,19,2022-01-02,464,407,50
97,19,2022-01-03,456,395,356
98,19,2022-01-04,411,241,328
99,19,2022-01-05,504,327,328
100,20,2022-01-01,150,610,322
101,20,2022-01-02,359,301,404
102,20,2022-01-03,471,357,248
103,20,2022-01-04,312,327,79
104,20,2022-01-05,399,325,212
105,21,2022-01-01,436,303,337
106,21,2022-01-02,492,454,327
107,21,2022-01-03,99,151,285
108,21,2022-01-04,212,240,334
109,21,2022-01-05,529,280,340
110,22,2022-01-01,99,235,218
111,22,2022-01-02,464,156,357
112,22,2022-01-03,229,95,215
113,22,2022-01-04,233,420,212
114,22,2022-01-05,337,231,319
115,23,2022-01-01,221,84,351
116,23,2022-01-02,353,68,108
117,23,2022-01-03,306,169,299
118,23,2022-01-04,436,602,586
119,23,2022-01-05,263,303,51
120,24,2022-01-01,228,270,93
121,24,2022-01-02,578,259,199
122,24,2022-01-03,100,90,363
123,24,2022-01-04,134,248,412
124,24,2022-01-05,286,363,378
125,25,2022-01-01,253,89,208
126,25,2022-01-02,372,512,301
127,25,2022-01-03,179,279,270
128,25,2022-01-04,487,281,210
129,25,2022-01-05,247,294,310
130,26,2022-01-01,150,346,349
131,26,2022-01-02,552,359,424
132,26,2022-01-03,569,483,435
133,26,2022-01-04,273,307,459
134,26,2022-01-05,635,494,423
135,27,2022-01-01,378,371,331
136,27,2022-01-02,360,252,289
137,27,2022-01-03,278,419,165
138,27,2022-01-04,111,306,405
139,27,2022-01-05,220,215,196
140,28,2022-01-01,826,436,132
141,28,2022-01-02,564,601,247
142,28,2022-01-03,322,391,489
143,28,2022-01-04,461,65,276
144,28,2022-01-05,210,352,199
145,29,2022-01-01,368,183,548
146,29,2022-01-02,421,410,148
147,29,2022-01-03,374,401,290
148,29,2022-01-04,272,249,475
149,29,2022-01-05,259,88,394
150,30,2022-01-01,225,347,281
151,30,2022-01-02,689,217,452
152,30,2022-01-03,166,159,196
153,30,2022-01-04,598,479,495
154,30,2022-01-05,642,554,453
155,31,2022-01-01,617,367,472
156,31,2022-01-02,167,272,531
157,31,2022-01-03,695,461,184
158,31,2022-01-04,468,261,122
159,31,2022-01-05,371,453,492
160,32,2022-01-01,236,447,432
161,32,2022-01-02,446,345,465
162,32,2022-01-03,378,255,167
163,32,2022-01-04,323,355,364
164,32,2022-01-05,259,461,574
165,33,2022-01-01,193,198,261
166,33,2022-01-02,596,476,254
167,33,2022-01-03,121,394,473
168,33,2022-01-04,110,343,131
169,33,2022-01-05,287,595,203
170,34,2022-01-01,393,168,536
171,34,2022-01-02,166,142,232
172,34,2022-01-03,642,532,268
173,34,2022-01-04,145,479,524
174,34,2022-01-05,202,354,56
175,35,2022-01-01,380,214,383
176,35,2022-01-02,205,443,597
177,35,2022-01-03,364,328,159
178,35,2022-01-04,158,575,163
179,35,2022-01-05,575,163,447
180,36,2022-01-01,277,290,214
181,36,2022-01-02,269,487,257
182,36,2022-01-03,359,241,592
183,36,2022-01-04,295,693,587
184,36,2022-01-05,338,576,244
185,37,2022-01-01,241,76,415
186,37,2022-01-02,252,380,659
187,37,2022-01-03,201,377,602
188,37,2022-01-04,180,425,139
189,37,2022-01-05,477,346,265
190,38,2022-01-01,450,489,405
191,38,2022-01-02,340,151,159
192,38,2022-01-03,562,295,360
193,38,2022-01-04,362,572,504
194,38,2022-01-05,447,436,631
195,39,2022-01-01,346,626,371
196,39,2022-01-02,550,297,217
197,39,2022-01-03,215,157,220
198,39,2022-01-04,241,355,396
199,39,2022-01-05,530,430,162
200,40,2022-01-01,684,415,168
201,40,2022-01-02,261,559,385
202,40,2022-01-03,270,198,355
203,40,2022-01-04,235,336,377
204,40,2022-01-05,447,183,190
205,41,2022-01-01,154,410,428
206,41,2022-01-02,213,225,124
207,41,2022-01-03,302,294,383
208,41,2022-01-04,713,184,562
209,41,2022-01-05,390,139,305
210,42,2022-01-01,286,284,401
211,42,2022-01-02,424,557,488
212,42,2022-01-03,416,392,270
213,42,2022-01-04,400,243,281
214,42,2022-01-05,266,296,226
215,43,2022-01-01,416,187,610
216,43,2022-01-02,302,256,481
217,43,2022-01-03,316,379,344
218,43,2022-01-04,238,252,453
219,43,2022-01-05,345,363,311
220,44,2022-01-01,434,407,397
221,44,2022-01-02,460,305,115
222,44,2022-01-03,529,86,218
223,44,2022-01-04,301,156,380
224,44,2022-01-05,56,424,550
225,45,2022-01-01,123,294,356
226,45,2022-01-02,95,195,368
227,45,2022-01-03,327,232,138
228,45,2022-01-04,258,401,238
229,45,2022-01-05,255,427,364
230,46,2022-01-01,239,306,121
231,46,2022-01-02,349,220,302
232,46,2022-01-03,324,223,285
233,46,2022-01-04,564,128,183
234,46,2022-01-05,478,201,428
235,47,2022-01-01,196,246,268
236,47,2022-01-02,366,300,314
237,47,2022-01-03,475,191,384
238,47,2022-01-04,191,436,281
239,47,2022-01-05,352,338,295
240,48,2022-01-01,53,178,224
241,48,2022-01-02,339,166,206
242,48,2022-01-03,495,293,399
243,48,2022-01-04,126,105,370
244,48,2022-01-05,300,126,324
245,49,2022-01-01,501,257,196
246,49,2022-01-02,326,145,577
247,49,2022-01-03,379,73,205
248,49,2022-01-04,414,462,275
249,49,2022-01-05,473,290,490
250,50,2022-01-01,330,255,560
251,50,2022-01-02,688,113,501
252,50,2022-01-03,599,569,458
253,50,2022-01-04,238,248,470
254,50,2022-01-05,182,276,384
255,51,2022-01-01,67,488,82
256,51,2022-01-02,73,394,461
257,51,2022-01-03,608,392,346
258,51,2022-01-04,332,124,407
259,51,2022-01-05,376,447,178
260,52,2022-01-01,321,134,443
261,52,2022-01-02,572,265,170
262,52,2022-01-03,600,259,313
263,52,2022-01-04,264,536,186
264,52,2022-01-05,234,225,684
265,53,2022-01-01,117,53,484
266,53,2022-01-02,84,534,668
267,53,2022-01-03,189,152,174
268,53,2022-01-04,31,394,388
269,53,2022-01-05,214,62,301
270,54,2022-01-01,523,443,459
271,54,2022-01-02,417,67,363
272,54,2022-01-03,325,270,226
273,54,2022-01-04,153,329,205
274,54,2022-01-05,394,273,126
275,55,2022-01-01,252,493,177
276,55,2022-01-02,550,125,646
277,55,2022-01-03,409,273,422
278,55,2022-01-04,426,511,241
279,55,2022-01-05,377,350,133
280,56,2022-01-01,395,388,268
281,56,2022-01-02,317,191,286
282,56,2022-01-03,224,375,499
283,56,2022-01-04,321,350,327
284,56,2022-01-05,296,172,343
285,57,2022-01-01,265,413,258
286,57,2022-01-02,279,289,226
287,57,2022-01-03,387,326,339
288,57,2022-01-04,620,292,78
289,57,2022-01-05,495,466,187
290,58,2022-01-01,141,483,180
291,58,2022-01-02,282,378,295
292,58,2022-01-03,283,208,775
293,58,2022-01-04,197,264,202
294,58,2022-01-05,609,411,449
295,59,2022-01-01,518,232,261
296,59,2022-01-02,285,163,559
297,59,2022-01-03,433,291,299
298,59,2022-01-04,271,492,256
299,59,2022-01-05,417,145,171
300,60,2022-01-01,180,317,231
301,60,2022-01-02,348,163,451
302,60,2022-01-03,334,469,602
303,60,2022-01-04,258,310,417
304,60,2022-01-05,501,158,506
305,61,2022-01-01,258,178,428
306,61,2022-01-02,234,343,88
307,61,2022-01-03,475,316,339
308,61,2022-01-04,627,69,393
309,61,2022-01-05,489,258,526
310,62,2022-01-01,320,55,428
311,62,2022-01-02,416,306,191
312,62,2022-01-03,125,271,405
313,62,2022-01-04,312,206,119
314,62,2022-01-05,444,194,507
315,63,2022-01-01,635,206,152
316,63,2022-01-02,323,254,460
317,63,2022-01-03,154,91,140
318,63,2022-01-04,399,231,486
319,63,2022-01-05,336,307,418
320,64,2022-01-01,325,243,354
321,64,2022-01-02,419,87,317
322,64,2022-01-03,282,240,297
323,64,2022-01-04,342,325,355
324,64,2022-01-05,261,152,140
325,65,2022-01-01,225,223,653
326,65,2022-01-02,0,276,570
327,65,2022-01-03,162,289,272
328,65,2022-01-04,528,574,188
329,65,2022-01-05,255,186,497
330,66,2022-01-01,353,495,436
331,66,2022-01-02,193,316,493
332,66,2022-01-03,273,270,792
333,66,2022-01-04,199,593,280
334,66,2022-01-05,408,142,207
335,67,2022-01-01,208,392,189
336,67,2022-01-02,85,363,304
337,67,2022-01-03,340,244,355
338,67,2022-01-04,528,359,283
339,67,2022-01-05,213,142,817
340,68,2022-01-01,260,388,361
341,68,2022-01-02,469,207,661
342,68,2022-01-03,541,240,328
343,68,2022-01-04,488,282,588
344,68,2022-01-05,136,340,204
345,69,2022-01-01,335,542,210
346,69,2022-01-02,272,99,331
347,69,2022-01-03,368,248,244
348,69,2022-01-04,297,162,311
349,69,2022-01-05,498,430,200
350,70,2022-01-01,180,149,293
351,70,2022-01-02,253,338,264
352,70,2022-01-03,346,118,48
353,70,2022-01-04,181,162,375
354,70,2022-01-05,104,66,148
355,71,2022-01-01,277,260,230
356,71,2022-01-02,537,300,294
357,71,2022-01-03,207,156,159
358,71,2022-01-04,468,329,487
359,71,2022-01-05,660,281,298
360,72,2022-01-01,371,437,152
361,72,2022-01-02,147,415,426
362,72,2022-01-03,442,313,291
363,72,2022-01-04,265,343,310
364,72,2022-01-05,356,746,409
365,73,2022-01-01,426,383,540
366,73,2022-01-02,208,307,547
367,73,2022-01-03,152,83,249
368,73,2022-01-04,656,491,276
369,73,2022-01-05,81,301,159
370,74,2022-01-01,205,302,218
371,74,2022-01-02,319,374,469
372,74,2022-01-03,182,196,133
373,74,2022-01-04,451,255,392
374,74,2022-01-05,427,746,277
375,75,2022-01-01,341,390,509
376,75,2022-01-02,241,168,304
377,75,2022-01-03,265,517,482
378,75,2022-01-04,237,409,257
379,75,2022-01-05,431,506,514
380,76,2022-01-01,295,271,138
381,76,2022-01-02,486,381,362
382,76,2022-01-03,430,513,235
383,76,2022-01-04,194,165,336
384,76,2022-01-05,131,321,556
385,77,2022-01-01,324,364,246
386,77,2022-01-02,334,497,454
387,77,2022-01-03,225,623,328
388,77,2022-01-04,359,686,689
389,77,2022-01-05,478,358,308
390,78,2022-01-01,630,278,358
391,78,2022-01-02,241,236,156
392,78,2022-01-03,378,227,380
393,78,2022-01-04,460,347,665
394,78,2022-01-05,113,426,499
395,79,2022-01-01,416,214,178
396,79,2022-01-02,297,274,341
397,79,2022-01-03,617,168,443
398,79,2022-01-04,487,458,336
399,79,2022-01-05,472,331,876
400,80,2022-01-01,270,310,358
401,80,2022-01-02,252,349,336
402,80,2022-01-03,572,278,0
403,80,2022-01-04,111,604,455
404,80,2022-01-05,245,317,121
405,81,2022-01-01,136,319,81
406,81,2022-01-02,299,230,481
407,81,2022-01-03,239,270,161
408,81,2022-01-04,90,250,479
409,81,2022-01-05,438,739,653
410,82,2022-01-01,280,154,185
411,82,2022-01-02,241,377,318
412,82,2022-01-03,292,164,208
413,82,2022-01-04,88,428,559
414,82,2022-01-05,292,175,245
415,83,2022-01-01,134,245,538
416,83,2022-01-02,541,309,312
417,83,2022-01-03,143,363,245
418,83,2022-01-04,191,566,246
419,83,2022-01-05,274,70,242
420,84,2022-01-01,386,344,304
421,84,2022-01-02,292,471,317
422,84,2022-01-03,156,344,331
423,84,2022-01-04,172,408,417
424,84,2022-01-05,161,354,779
425,85,2022-01-01,342,292,467
426,85,2022-01-02,449,154,584
427,85,2022-01-03,450,276,22
428,85,2022-01-04,409,20,537
429,85,2022-01-05,212,63,557
430,86,2022-01-01,483,240,304
431,86,2022-01-02,566,564,192
432,86,2022-01-03,177,284,301
433,86,2022-01-04,92,133,372
434,86,2022-01-05,508,464,637
435,87,2022-01-01,203,367,356
436,87,2022-01-02,288,400,243
437,87,2022-01-03,373,320,194
438,87,2022-01-04,320,290,200
439,87,2022-01-05,386,609,435
440,88,2022-01-01,257,546,387
441,88,2022-01-02,352,340,138
442,88,2022-01-03,327,391,296
443,88,2022-01-04,287,418,403
444,88,2022-01-05,304,372,252
445,89,2022-01-01,252,258,296
446,89,2022-01-02,592,245,299
447,89,2022-01-03,441,513,495
448,89,2022-01-04,247,437,263
449,89,2022-01-05,191,187,383
450,90,2022-01-01,648,521,513
451,90,2022-01-02,490,276,528
452,90,2022-01-03,384,291,91
453,90,2022-01-04,172,451,343
454,90,2022-01-05,81,345,166
455,91,2022-01-01,247,564,247
456,91,2022-01-02,593,362,124
457,91,2022-01-03,565,468,161
458,91,2022-01-04,350,269,375
459,91,2022-01-05,311,397,542
460,92,2022-01-01,55,406,395
461,92,2022-01-02,319,292,361
462,92,2022-01-03,499,132,358
463,92,2022-01-04,390,450,217
464,92,2022-01-05,301,666,474
465,93,2022-01-01,661,324,298
466,93,2022-01-02,188,486,259
467,93,2022-01-03,120,145,221
468,93,2022-01-04,120,302,483
469,93,2022-01-05,72,86,10
470,94,2022-01-01,306,402,322
471,94,2022-01-02,404,321,540
472,94,2022-01-03,399,107,271
473,94,2022-01-04,367,402,239
474,94,2022-01-05,421,167,455
475,95,2022-01-01,499,184,419
476,95,2022-01-02,540,413,448
477,95,2022-01-03,270,417,170
478,95,2022-01-04,499,311,372
479,95,2022-01-05,150,270,165
480,96,2022-01-01,362,264,232
481,96,2022-01-02,422,404,210
482,96,2022-01-03,291,384,350
483,96,2022-01-04,401,283,136
484,96,2022-01-05,328,226,303
485,97,2022-01-01,203,82,557
486,97,2022-01-02,125,473,166
487,97,2022-01-03,549,163,426
488,97,2022-01-04,450,401,221
489,97,2022-01-05,503,429,91
490,98,2022-01-01,195,322,391
491,98,2022-01-02,542,482,111
492,98,2022-01-03,145,255,146
493,98,2022-01-04,337,223,125
494,98,2022-01-05,455,120,214
495,99,2022-01-01,378,311,158
496,99,2022-01-02,129,349,423
497,99,2022-01-03,127,224,338
498,99,2022-01-04,528,265,180
499,99,2022-01-05,76,370,532
500,100,2022-01-01,496,56,463
501,100,2022-01-02,369,144,377
502,100,2022-01-03,526,206,221
503,100,2022-01-04,11,324,153
504,100,2022-01-05,156,399,367
505,101,2022-01-01,158,328,172
506,101,2022-01-02,229,271,229
507,101,2022-01-03,188,673,289
508,101,2022-01-04,173,37,529
509,101,2022-01-05,261,345,228
510,102,2022-01-01,267,203,426
511,102,2022-01-02,557,274,37
512,102,2022-01-03,457,447,320
513,102,2022-01-04,251,170,467
514,102,2022-01-05,414,388,234
515,103,2022-01-01,158,297,311
516,103,2022-01-02,546,434,381
517,103,2022-01-03,202,588,420
518,103,2022-01-04,266,241,613
519,103,2022-01-05,306,463,472
520,104,2022-01-01,273,167,238
521,104,2022-01-02,307,250,290
522,104,2022-01-03,688,303,399
523,104,2022-01-04,513,175,284
524,104,2022-01-05,388,257,441
525,105,2022-01-01,560,215,374
526,105,2022-01-02,92,350,443
527,105,2022-01-03,572,271,383
528,105,2022-01-04,154,323,389
529,105,2022-01-05,152,389,330
530,106,2022-01-01,343,313,654
531,106,2022-01-02,373,554,206
532,106,2022-01-03,140,283,311
533,106,2022-01-04,415,490,331
534,106,2022-01-05,354,350,652
535,107,2022-01-01,72,277,373
536,107,2022-01-02,189,143,419
537,107,2022-01-03,646,391,419
538,107,2022-01-04,292,249,229
539,107,2022-01-05,536,140,239
540,108,2022-01-01,385,368,163
541,108,2022-01-02,378,377,303
542,108,2022-01-03,315,486,302
543,108,2022-01-04,695,370,379
544,108,2022-01-05,238,274,471
545,109,2022-01-01,450,216,334
546,109,2022-01-02,465,263,148
547,109,2022-01-03,365,482,751
548,109,2022-01-04,128,259,257
549,109,2022-01-05,401,317,379
550,110,2022-01-01,457,359,251
551,110,2022-01-02,383,381,179
552,110,2022-01-03,317,427,359
553,110,2022-01-04,278,568,346
554,110,2022-01-05,513,296,296
555,111,2022-01-01,393,344,220
556,111,2022-01-02,405,274,221
557,111,2022-01-03,428,173,102
558,111,2022-01-04,240,187,440
559,111,2022-01-05,327,296,286
560,112,2022-01-01,200,456,272
561,112,2022-01-02,114,140,31
562,112,2022-01-03,338,543,337
563,112,2022-01-04,315,361,397
564,112,2022-01-05,56,541,150
565,113,2022-01-01,148,384,523
566,113,2022-01-02,511,346,599
567,113,2022-01-03,353,138,244
568,113,2022-01-04,569,346,487
569,113,2022-01-05,303,289,168
570,114,2022-01-01,426,306,497
571,114,2022-01-02,140,544,258
572,114,2022-01-03,207,206,413
573,114,2022-01-04,411,443,90
574,114,2022-01-05,470,480,202
575,115,2022-01-01,355,243,631
576,115,2022-01-02,544,435,421
577,115,2022-01-03,249,663,340
578,115,2022-01-04,275,477,183
579,115,2022-01-05,177,324,248
580,116,2022-01-01,402,78,452
581,116,2022-01-02,195,154,238
582,116,2022-01-03,275,660,368
583,116,2022-01-04,333,403,140
584,116,2022-01-05,411,208,174
585,117,2022-01-01,296,379,122
586,117,2022-01-02,482,460,361
587,117,2022-01-03,328,248,168
588,117,2022-01-04,210,340,157
589,117,2022-01-05,317,330,463
590,118,2022-01-01,357,505,382
591,118,2022-01-02,200,170,96
592,118,2022-01-03,537,157,235
593,118,2022-01-04,398,586,550
594,118,2022-01-05,289,597,559
595,119,2022-01-01,321,464,296
596,119,2022-01-02,432,420,361
597,119,2022-01-03,383,234,203
598,119,2022-01-04,280,186,220
599,119,2022-01-05,186,346,237
600,120,2022-01-01,349,168,173
601,120,2022-01-02,682,253,158
602,120,2022-01-03,239,171,254
603,120,2022-01-04,347,137,543
604,120,2022-01-05,158,266,108
605,121,2022-01-01,363,665,254
606,121,2022-01-02,581,210,357
607,121,2022-01-03,240,448,400
608,121,2022-01-04,157,310,331
609,121,2022-01-05,53,88,521
610,122,2022-01-01,363,411,312
611,122,2022-01-02,236,405,303
612,122,2022-01-03,426,222,229
613,122,2022-01-04,94,395,469
614,122,2022-01-05,240,232,524
615,123,2022-01-01,302,206,186
616,123,2022-01-02,337,125,246
617,123,2022-01-03,299,641,435
618,123,2022-01-04,354,71,303
619,123,2022-01-05,178,266,328
620,124,2022-01-01,137,78,346
621,124,2022-01-02,232,318,150
622,124,2022-01-03,368,413,565
623,124,2022-01-04,290,426,435
624,124,2022-01-05,184,449,308
625,125,2022-01-01,85,343,312
626,125,2022-01-02,494,387,232
627,125,2022-01-03,289,166,263
628,125,2022-01-04,276,339,529
629,125,2022-01-05,410,237,172
630,126,2022-01-01,130,142,302
631,126,2022-01-02,704,172,333
632,126,2022-01-03,237,281,291
633,126,2022-01-04,278,298,270
634,126,2022-01-05,196,309,271
635,127,2022-01-01,306,109,328
636,127,2022-01-02,75,295,341
637,127,2022-01-03,78,403,654
638,127,2022-01-04,258,289,225
639,127,2022-01-05,413,321,210
640,128,2022-01-01,471,363,254
641,128,2022-01-02,266,279,441
642,128,2022-01-03,266,278,419
643,128,2022-01-04,384,284,267
644,128,2022-01-05,733,420,346
645,129,2022-01-01,186,204,386
646,129,2022-01-02,370,280,113
647,129,2022-01-03,281,304,560
648,129,2022-01-04,199,659,495
649,129,2022-01-05,346,609,373
650,130,2022-01-01,187,431,225
651,130,2022-01-02,245,297,630
652,130,2022-01-03,283,248,237
653,130,2022-01-04,166,393,209
654,130,2022-01-05,455,325,154
655,131,2022-01-01,359,255,541
656,131,2022-01-02,576,165,443
657,131,2022-01-03,443,359,264
658,131,2022-01-04,546,363,634
659,131,2022-01-05,296,399,422
660,132,2022-01-01,561,274,267
661,132,2022-01-02,249,358,635
662,132,2022-01-03,208,244,720
663,132,2022-01-04,371,369,311
664,132,2022-01-05,390,284,312
665,133,2022-01-01,617,219,142
666,133,2022-01-02,351,161,457
667,133,2022-01-03,176,489,241
668,133,2022-01-04,444,358,673
669,133,2022-01-05,464,583,322
670,134,2022-01-01,358,298,762
671,134,2022-01-02,606,519,415
672,134,2022-01-03,710,370,414
673,134,2022-01-04,200,207,174
674,134,2022-01-05,253,388,279
675,135,2022-01-01,95,265,185
676,135,2022-01-02,229,367,306
677,135,2022-01-03,544,736,590
678,135,2022-01-04,191,318,502
679,135,2022-01-05,287,275,407
680,136,2022-01-01,69,618,226
681,136,2022-01-02,384,169,221
682,136,2022-01-03,259,530,302
683,136,2022-01-04,456,411,524
684,136,2022-01-05,306,344,404
685,137,2022-01-01,283,378,93
686,137,2022-01-02,278,328,382
687,137,2022-01-03,455,211,263
688,137,2022-01-04,258,145,382
689,137,2022-01-05,344,170,541
690,138,2022-01-01,282,313,387
691,138,2022-01-02,88,409,372
692,138,2022-01-03,187,208,336
693,138,2022-01-04,472,223,183
694,138,2022-01-05,106,354,254
695,139,2022-01-01,309,332,373
696,139,2022-01-02,276,245,213
697,139,2022-01-03,669,236,202
698,139,2022-01-04,474,160,320
699,139,2022-01-05,195,615,187
700,140,2022-01-01,137,388,239
701,140,2022-01-02,135,317,492
702,140,2022-01-03,387,517,113
703,140,2022-01-04,441,400,213
704,140,2022-01-05,448,307,129
705,141,2022-01-01,389,142,332
706,141,2022-01-02,349,579,189
707,141,2022-01-03,460,327,156
708,141,2022-01-04,288,419,406
709,141,2022-01-05,405,261,394
710,142,2022-01-01,784,532,252
711,142,2022-01-02,394,180,246
712,142,2022-01-03,427,437,259
713,142,2022-01-04,236,111,304
714,142,2022-01-05,488,282,235
715,143,2022-01-01,511,574,583
716,143,2022-01-02,156,399,220
717,143,2022-01-03,129,353,339
718,143,2022-01-04,460,252,308
719,143,2022-01-05,86,180,710
720,144,2022-01-01,532,134,147
721,144,2022-01-02,215,201,650
722,144,2022-01-03,277,332,227
723,144,2022-01-04,292,536,160
724,144,2022-01-05,387,91,329
725,145,2022-01-01,561,269,298
726,145,2022-01-02,555,140,304
727,145,2022-01-03,589,232,159
728,145,2022-01-04,135,346,319
729,145,2022-01-05,166,362,105
730,146,2022-01-01,397,375,236
731,146,2022-01-02,254,92,72
732,146,2022-01-03,319,272,159
733,146,2022-01-04,354,255,352
734,146,2022-01-05,402,398,269
735,147,2022-01-01,169,506,564
736,147,2022-01-02,332,425,196
737,147,2022-01-03,429,407,189
738,147,2022-01-04,216,302,370
739,147,2022-01-05,428,359,280
740,148,2022-01-01,142,414,225
741,148,2022-01-02,360,126,327
742,148,2022-01-03,251,388,336
743,148,2022-01-04,222,431,332
744,148,2022-01-05,314,185,393
745,149,2022-01-01,190,276,404
746,149,2022-01-02,227,588,367
747,149,2022-01-03,203,502,674
748,149,2022-01-04,265,590,574
749,149,2022-01-05,324,363,506
750,150,2022-01-01,420,98,95
751,150,2022-01-02,412,508,276
752,150,2022-01-03,186,352,359
753,150,2022-01-04,269,421,337
754,150,2022-01-05,420,407,503
755,151,2022-01-01,264,52,113
756,151,2022-01-02,283,507,239
757,151,2022-01-03,169,340,217
758,151,2022-01-04,162,364,306
759,151,2022-01-05,277,534,337
760,152,2022-01-01,226,172,104
761,152,2022-01-02,674,306,327
762,152,2022-01-03,239,286,293
763,152,2022-01-04,249,279,503
764,152,2022-01-05,271,530,244
765,153,2022-01-01,219,366,144
766,153,2022-01-02,249,625,189
767,153,2022-01-03,292,363,586
768,153,2022-01-04,388,425,504
769,153,2022-01-05,264,250,404
770,154,2022-01-01,466,381,494
771,154,2022-01-02,557,275,332
772,154,2022-01-03,125,736,257
773,154,2022-01-04,307,701,307
774,154,2022-01-05,611,358,201
775,155,2022-01-01,324,423,277
776,155,2022-01-02,337,260,42
777,155,2022-01-03,434,245,378
778,155,2022-01-04,342,167,557
779,155,2022-01-05,131,263,246
780,156,2022-01-01,530,379,191
781,156,2022-01-02,32,334,144
782,156,2022-01-03,24,204,471
783,156,2022-01-04,200,404,348
784,156,2022-01-05,257,335,245
785,157,2022-01-01,335,442,411
786,157,2022-01-02,290,359,442
787,157,2022-01-03,413,212,233
788,157,2022-01-04,533,568,601
789,157,2022-01-05,247,334,446
790,158,2022-01-01,483,275,410
791,158,2022-01-02,434,236,421
792,158,2022-01-03,538,182,460
793,158,2022-01-04,244,286,146
794,158,2022-01-05,331,383,187
795,159,2022-01-01,267,378,681
796,159,2022-01-02,313,306,213
797,159,2022-01-03,297,527,201
798,159,2022-01-04,475,132,429
799,159,2022-01-05,262,214,137
800,160,2022-01-01,341,430,313
801,160,2022-01-02,453,354,194
802,160,2022-01-03,633,294,279
803,160,2022-01-04,342,403,165
804,160,2022-01-05,90,366,156
805,161,2022-01-01,147,374,221
806,161,2022-01-02,260,247,403
807,161,2022-01-03,137,463,179
808,161,2022-01-04,192,178,142
809,161,2022-01-05,512,91,371
810,162,2022-01-01,204,218,214
811,162,2022-01-02,301,0,361
812,162,2022-01-03,347,330,228
813,162,2022-01-04,554,41,181
814,162,2022-01-05,352,403,281
815,163,2022-01-01,659,286,39
816,163,2022-01-02,399,116,328
817,163,2022-01-03,173,217,385
818,163,2022-01-04,361,457,447
819,163,2022-01-05,130,408,112
820,164,2022-01-01,173,192,286
